,0.5
0.9501,-0.1002
0.9002,-0.2149
0.8002,-0.3791
0.75,-0.4404
0.7,-0.4832
0.65,-0.5123
0.6002,-0.5247
0.5502,-0.533
0.5002,-0.5339
0.4501,-0.54
0.4003,-0.5458
0.3502,-0.5645
0.3001,-0.5905
0.2503,-0.609
0.2003,-0.6468
0.1507,-0.687
0.1003,-0.7977
0.0759,-0.8862
0.0259,-1.149
0.0132,-1.0316
0,1.0099
0,1.0099
0.0126,0.629
0.0255,0.4289
0.0495,0.2486
0.0753,0.1443
0.1002,0.0732
0.1503,-0.0008
0.1976,-0.076
0.2503,-0.1239
0.3001,-0.1547
0.3507,-0.1742
0.4001,-0.1763
0.4501,-0.1735
0.5001,-0.1404
0.5497,-0.0775
0.6003,-0.0034
0.65,0.0584
0.7,0.149
0.7501,0.2316
0.8001,0.3027
0.8501,0.3697
