,0.6
0.9501,-0.0855
0.9002,-0.1985
0.8002,-0.356
0.75,-0.4116
0.7,-0.4462
0.65,-0.4643
0.6002,-0.463
0.5502,-0.4574
0.5002,-0.4436
0.4501,-0.4337
0.4003,-0.4234
0.3502,-0.4146
0.3001,-0.4208
0.2503,-0.4107
0.2003,-0.4042
0.1507,-0.392
0.1003,-0.4001
0.0759,-0.4049
0.0259,-0.2803
0.0132,0.036
0,1.0175
0,1.0175
0.0126,0.0054
0.0255,-0.1057
0.0495,-0.2137
0.0753,-0.2412
0.1002,-0.2704
0.1503,-0.2988
0.1976,-0.3558
0.2503,-0.374
0.3001,-0.3932
0.3507,-0.383
0.4001,-0.3637
0.4501,-0.3349
0.5001,-0.2758
0.5497,-0.1864
0.6003,-0.0875
0.65,-0.002
0.7,0.1031
0.7501,0.1961
0.8001,0.2742
0.8501,0.3422
